player,kills,deaths,adr,kast,rating,team_on,team_against,map
HObbit,19,14,82.3,70.4%,1.21,Cloud9,BIG,Vertigo
PANIX,19,6,100.5,94.1%,1.86,Into the Bin,ROYALS,Mirage
righi,27,21,69.5,77.8%,1.14,Desorganizados,RED Canids,Mirage
Neityu,21,24,89.0,73.3%,1.12,Nakama,EPIC DUDES,Inferno
xavi,24,15,99.9,84.6%,1.39,ROYALS,Arctic Raptors,Ancient
dexter,16,20,73.1,63.0%,0.86,MOUZ,FORZE,Ancient
bevve,25,19,76.1,67.9%,1.19,FROGS,Into the Bin,Overpass
NaToSaphiX,21,17,78.1,74.1%,1.21,undefined,Zero Tenacity,Nuke
roeJ,16,20,72.2,53.8%,0.9,fnatic,Ninjas in Pyjamas,Overpass
F1KU,23,12,102.5,75.0%,1.6,OG,GODSENT,Mirage
P3R3IIRA,20,17,71.4,79.3%,1.16,Make Your Destiny,Arcadia,Inferno
TjP,25,21,87.2,73.3%,1.22,Encore,DeadWeight,Mirage
Snowzin,16,21,70.7,60.7%,0.93,Case,Fuscão 1500,Ancient
boltz,21,17,74.7,70.0%,1.13,Imperial,EG Black,Nuke
lenci,19,21,77.1,71.4%,0.99,Boca Juniors,FURIA Academy,Mirage
biguzera,23,16,75.4,76.7%,1.17,paiN,Liquid,Anubis
ReegaN,22,15,81.3,80.0%,1.36,Arctic Raptors,7AM,Overpass
DreaM,22,12,96.0,69.6%,1.48,EPIC DUDES,AGO,Overpass
Wolfie,23,22,79.8,75.9%,1.18,Into the Bin,Choppers,Overpass
t9rnay,11,16,62.6,61.9%,0.7,RED Canids,INTZ,Nuke
Anlelele,20,16,90.5,71.4%,1.16,MASONIC,BIG Academy,Mirage
faveN,21,15,66.6,63.3%,1.12,BIG,9INE,Mirage
Atrox,23,14,106.3,81.0%,1.57,ROYALS,K10,Vertigo
RIZZZ,16,18,76.3,45.8%,0.85,Fourteen,AGO,Anubis
headtr1ck,22,12,84.0,83.3%,1.32,Ninjas in Pyjamas,Cloud9,Vertigo
blameF,19,11,78.2,92.0%,1.4,Astralis,GODSENT,Nuke
s1n,19,17,85.3,69.2%,1.15,BIG Academy,JANO,Inferno
bevve,28,20,84.1,80.0%,1.28,FROGS,eMasters,Anubis
w0nderful,23,24,78.7,73.3%,1.17,Spirit,fnatic,Overpass
niko,33,24,86.7,75.0%,1.27,OG,sYnck,Mirage
yuurih,16,19,74.8,58.3%,0.89,FURIA,EG Black,Mirage
saadzin,26,23,72.6,71.4%,1.08,CARECAS,Desorganizados,Anubis
Andrew,15,20,72.3,66.7%,0.9,Furious,Corinthians,Mirage
r1see,19,9,84.0,78.3%,1.46,ODDIK,WINDINGO,Overpass
Grim,15,24,60.6,53.8%,0.68,Complexity,Imperial,Ancient
AcilioN,21,12,91.9,80.0%,1.36,undefined,EPIC DUDES,Nuke
zont1x,21,20,76.7,75.9%,1.14,Spirit Academy,Monte,Anubis
card,23,17,78.4,70.0%,1.28,MIBR Academy,Furious,Inferno
maaryy,15,9,76.4,81.8%,1.36,AGO,EPIC DUDES,Nuke
REZ,23,13,88.3,80.8%,1.38,Ninjas in Pyjamas,Cloud9,Overpass
sLowi,23,10,113.3,78.3%,1.75,JANO,Make Your Destiny,Mirage
BOROS,21,23,82.4,63.3%,1.11,Monte,BIG Academy,Vertigo
Sterzig,17,16,77.8,91.3%,1.27,undefined,Fourteen,Nuke
draken,18,16,63.8,72.4%,1.1,GODSENT,fnatic,Overpass
donk,13,18,65.0,62.5%,0.87,Spirit Academy,Endpoint,Inferno
Ax1Le,25,17,103.7,74.1%,1.37,Cloud9,sYnck,Vertigo
s1ren,18,21,67.6,69.0%,0.93,Spirit,Astralis,Vertigo
k0nfig,21,21,83.3,63.3%,1.04,Ninjas in Pyjamas,OG,Mirage
CLASIA,26,21,108.0,73.3%,1.39,Strife,ATK,Inferno
gbb,20,11,107.4,85.0%,1.59,Fuscão 1500,Furious,Mirage
Bouchard,22,17,87.7,76.9%,1.26,Detonate SparX,EG Gold,Ancient
Alleb,14,16,85.2,71.4%,1.03,byte,Shimmer,Overpass
Swisher,20,19,104.7,75.0%,1.2,ATK,timbermen,Anubis
cass1n,25,13,84.0,80.8%,1.45,paiN Academy,RED Canids,Ancient
CLASIA,19,9,109.2,81.0%,1.69,Strife,X13,Inferno
nitr0,25,14,87.9,83.3%,1.42,Liquid,Nouns,Nuke
izaa,21,21,83.9,71.4%,1.09,FURIA fe,MIBR fe,Mirage
BunnyAzul,21,22,80.5,64.3%,0.99,LRV fe,ENDGAME,Nuke
mezii,21,16,81.6,86.2%,1.28,fnatic,9INE,Overpass
honda,19,19,81.8,64.3%,0.97,Case,MIBR Academy,Ancient
aVN,20,13,83.5,83.3%,1.32,Zero Tenacity,Insilio,Vertigo
twenty3,25,10,91.5,87.5%,1.72,Nigma Galaxy,BIG EQUIPA,Inferno
Margo,11,16,70.5,68.4%,0.78,VP.Angels,Flames Shieldmaidens,Ancient
eraa,13,14,60.6,60.9%,0.88,Young Ninjas,Endpoint,Inferno
draken,14,18,56.4,67.9%,0.88,GODSENT,Cloud9,Ancient
X5G7V,10,16,40.4,57.1%,0.69,K23,Arcadia,Overpass
ponter,34,33,76.0,70.2%,1.13,ARCTIC,INTZ,Anubis
s1n,18,17,66.4,72.4%,1.01,BIG Academy,Partizan,Mirage
Lack1,13,20,58.9,69.6%,0.76,Aurora,Spirit Academy,Overpass
k4sl-,18,17,73.6,66.7%,1.05,Insilio,Into the Bin,Overpass
DEPRESHN,23,15,86.2,81.5%,1.39,iNation,EYEBALLERS,Inferno
nafany,23,23,91.9,76.7%,1.21,Cloud9,Falcons,Vertigo
salazar,16,19,79.7,52.2%,0.79,ECSTATIC,Monte,Anubis
tvs,12,19,54.7,73.1%,0.82,ROYALS,Arcadia,Anubis
kwezz,13,17,77.6,52.6%,0.79,Tricked,LDLC,Nuke
kauez,26,18,105.0,92.0%,1.6,FURIA Academy,WINDINGO,Nuke
MamaAlien,22,11,91.2,95.7%,1.56,Factor Ruby,Starfish,Overpass
uhKelsie,22,16,85.6,74.1%,1.26,CLG Red,Saints,Mirage
biguzera,28,26,68.0,65.0%,1.02,paiN,MIBR,Nuke
naitte,21,12,69.5,77.8%,1.2,ODDIK,Boca Juniors,Nuke
poppins,18,11,112.1,81.0%,1.53,B4 fe,Black Dragons fe,Vertigo
El1an,14,11,59.9,76.9%,0.99,K23,Nakama,Inferno
brutmonster,25,22,74.6,77.8%,1.14,Zero Tenacity,GHR,Mirage
Minnie,26,22,80.3,73.3%,1.17,GUILD,Flames Shieldmaidens,Inferno
Joanana,15,19,61.9,72.0%,0.92,Astralis fe,NIP Impact,Inferno
sh1ro,18,7,78.3,87.0%,1.51,Cloud9,Copenhagen Flames,Vertigo
mASKED,20,18,62.5,65.2%,0.98,Illuminar,BIG Academy,Vertigo
KUN,19,19,82.7,65.4%,1.05,FUSION,Desorganizados,Nuke
Wolfie,18,21,62.1,79.3%,0.98,Into the Bin,Zero Tenacity,Overpass
REZ,17,10,74.3,79.2%,1.25,Ninjas in Pyjamas,OG,Vertigo
KENSI,23,18,88.8,66.7%,1.19,Aurora,K23,Inferno
KaiR0N-,21,19,74.4,67.9%,1.12,Virtus.pro,FORZE,Anubis
SaNt0S,15,18,82.7,63.6%,1.0,Hype,CARECAS,Anubis
KalubeR,29,17,90.5,78.6%,1.45,Partizan,PALOMA,Inferno
Magnojez,19,19,71.7,86.2%,1.2,K23,ROYALS,Overpass
Polt,15,18,89.1,75.0%,0.92,Insilio,GHR,Nuke
VLDN,19,22,86.7,63.0%,0.98,iNation,Endpoint,Overpass
Maka,21,14,102.7,83.3%,1.57,HEET,Iron Branch,Inferno
xertioN,18,14,76.1,80.0%,1.29,MOUZ,Apeks,Overpass
INS,18,6,94.3,89.5%,1.77,Grayhound,The Big Dogs,Inferno
ScrunK,8,14,56.6,65.0%,0.66,Sangal,Partizan,Anubis
Ping,18,22,75.2,66.7%,0.97,Viperio,ENCE Academy,Vertigo
yourwombat,14,19,75.8,68.2%,0.84,e-LEMON-ators,VERTEX,Mirage
Swisher,23,19,89.1,79.3%,1.24,ATK,EG Black,Mirage
keiz,18,9,77.3,82.6%,1.46,ARCTIC,Furious,Overpass
junior,23,13,68.9,78.6%,1.31,EG Black,Vendetta,Overpass
draken,17,19,81.9,74.1%,1.01,GODSENT,EPIC DUDES,Ancient
realz1n,12,17,70.9,61.9%,0.76,RED Canids,Fuscão 1500,Vertigo
Gafolo,20,13,74.7,82.1%,1.2,Sharks,ODDIK,Nuke
Brollan,19,23,97.4,66.7%,1.17,Ninjas in Pyjamas,Monte,Vertigo
maxster,17,15,65.9,76.0%,1.1,Young Ninjas,MOUZ NXT,Vertigo
Krad,24,24,94.3,66.7%,1.16,FORZE,Bad News Eagles,Mirage
keiz,16,14,73.3,77.8%,1.12,ARCTIC,ODDIK,Anubis
Leomonster,25,19,92.4,81.5%,1.33,INTZ,MIBR Academy,Vertigo
ArtFr0st,20,18,74.1,82.1%,1.16,Spirit Academy,PROSPECTS,Anubis
morelz,12,17,48.8,58.3%,0.79,Illuminar,ENCE Academy,Inferno
Girafffe,13,14,61.8,63.2%,0.87,Viperio,BLINK,Ancient
hyped,17,19,64.2,57.7%,0.85,BIG,GODSENT,Nuke
Liki,15,20,79.8,73.1%,0.94,Encore,The Big Dogs,Ancient
hype,27,17,63.4,74.3%,1.11,PROSPECTS,NtK,Ancient
podi,19,9,76.1,77.3%,1.45,ENCE Academy,Zero Tenacity,Vertigo
Rackem,23,21,75.8,75.0%,1.15,Rooster,e-LEMON-ators,Inferno
niki1,21,22,74.9,77.8%,1.09,500,ECSTATIC,Anubis
J0LZ,27,28,72.9,66.7%,0.99,Strife,Vendetta,Nuke
Walco,25,20,95.9,66.7%,1.27,EG Black,ATK,Mirage
piriaz1n,19,20,76.0,54.2%,0.97,O PLANO,INTZ,Nuke
restikk,24,24,82.4,76.7%,1.03,WINDINGO,Desorganizados,Anubis
Swisher,14,19,82.5,58.3%,0.91,ATK,Vendetta,Mirage
Jeorge,24,15,120.8,80.8%,1.57,EG Black,Strife,Nuke
christo,9,16,40.0,45.0%,0.56,FUSION,FURIA Academy,Vertigo
lattykk,24,22,65.8,61.1%,1.05,Aurora,Apeks,Mirage
tomaszin,27,17,78.1,82.1%,1.28,Boca Juniors,CARECAS,Anubis
deko,20,11,83.4,84.0%,1.37,1WIN,Falcons,Overpass
anarkez,17,16,71.3,80.0%,1.11,ECLOT,359,Mirage
RuStY,18,15,76.1,79.2%,1.11,GODSENT,HEET,Inferno
Sico,14,7,75.8,94.1%,1.51,Grayhound,Stirlzs Angels,Inferno
Pechyn,17,7,74.2,78.3%,1.38,Enterprise,empire goblins,Inferno
ADDICT,19,20,65.2,71.4%,0.98,VERTEX,sunday school,Overpass
fl0m,21,19,93.3,64.3%,1.1,Mythic,Davenport University,Inferno
Seb,16,18,67.1,61.5%,0.98,Snakes Den,1 JIN,Vertigo
Kionetta,20,20,66.1,75.0%,1.06,Detonate SparX,Shimmer,Inferno
drac,18,18,71.8,70.4%,1.01,Arcadia,HYDRA,Overpass
Ganginho,23,16,76.8,70.0%,1.2,Iron Branch,Believe,Inferno
honda,26,19,105.6,76.0%,1.38,Case,Desorganizados,Mirage
SHiPZ,23,22,104.4,76.7%,1.31,500,Partizan,Ancient
t4tty,19,21,69.8,63.3%,0.98,9 Pandas Fearless,NIP Impact,Mirage
Magnojez,22,14,86.4,85.2%,1.39,K23,MOUZ NXT,Ancient
Leomonster,25,14,105.7,75.0%,1.49,INTZ,Boca Juniors,Anubis
bnox,21,14,87.2,80.0%,1.44,Illuminar,BIG Academy,Inferno
Terryyy,22,18,103.4,80.0%,1.37,Wheel Chair,Do Not Disturb La,Vertigo
Mr Shark,24,16,80.6,69.0%,1.25,DeadWeight,Arena,Vertigo
fl0m,11,17,60.5,76.2%,0.87,Mythic,Take Flyte,Inferno
Roflko,21,14,93.5,79.2%,1.43,better than you,Arena,Overpass
brnz4n,22,15,88.5,81.5%,1.43,MIBR,Nouns,Inferno
Danejoris,17,21,72.8,74.1%,0.96,Davenport University,Cartel terraza,Nuke
DJF,18,18,77.6,73.1%,1.08,Snakes Den,Limitless,Ancient
supa,23,23,92.8,65.5%,1.24,Tsunami,1 JIN,Inferno
MisteM,20,19,91.2,80.8%,1.29,ATK,EG Black,Mirage
kauez,23,18,81.5,71.4%,1.16,FURIA Academy,Furious,Overpass
SaNt0S,21,15,79.1,73.1%,1.18,Hype,Fuscão 1500,Vertigo
PANDAZ,18,19,75.9,66.7%,0.97,Atlantic,Þór,Overpass
emi,20,23,77.3,72.4%,1.06,Partizan,Coalesce,Vertigo
ropz,20,15,97.6,79.2%,1.43,FaZe,Natus Vincere,Nuke
chay,14,18,72.0,60.0%,0.86,Sharks,Flamengo,Mirage
deko,17,21,70.3,63.0%,0.88,1WIN,Monte,Ancient
spooke,16,21,67.5,61.5%,0.88,PROSPECTS,Young Ninjas,Mirage
DDias,23,26,92.8,75.9%,1.19,FTW,Believe,Vertigo
danoco,17,23,89.8,63.0%,1.05,RED Canids,ODDIK,Vertigo
Rainwaker,22,14,94.5,87.5%,1.54,500,Insilio,Overpass
hype,21,14,63.8,80.0%,1.23,PROSPECTS,Iron Branch,Anubis
isk,21,14,78.4,77.8%,1.28,Believe,Budapest Five,Inferno
deko,18,9,99.0,90.0%,1.59,1WIN,HONORIS,Inferno
yungher,23,14,67.3,76.7%,1.23,ARCTIC,FUSION,Inferno
dox,16,15,73.8,72.0%,1.06,Coalesce,HEET,Inferno
Woro2k,20,14,91.0,86.4%,1.54,Monte,SAW,Vertigo
Queenix,19,17,76.5,90.0%,1.21,ECSTATIC,BIG Academy,Anubis
bLitz,19,25,77.1,66.7%,0.97,IHC,Wings Up,Nuke
aliStair,24,20,56.4,69.4%,1.01,Grayhound,VERTEX,Ancient
Kobe,18,11,88.0,68.2%,1.34,DeadWeight,better than you,Overpass
Oath,23,12,99.3,87.0%,1.56,Arena,Mc,Inferno
BRACE,19,22,75.4,59.3%,0.88,VERTEX,Rooster,Vertigo
HEN1,16,9,80.1,87.0%,1.39,MIBR,Vendetta,Inferno
nicx,21,14,77.0,84.6%,1.44,Take Flyte,1 JIN,Mirage
JBa,19,18,72.7,70.0%,1.08,Limitless,Cartel terraza,Ancient
fl0m,21,19,92.0,75.0%,1.31,Mythic,Tsunami,Inferno
SHOOWTiME,20,19,79.3,69.0%,1.19,Flamengo,RED Canids,Mirage
junior,20,13,75.1,89.7%,1.33,EG Black,Strife,Inferno
corn,18,16,75.2,82.1%,1.15,Davenport University,Snakes Den,Vertigo
Gafolo,16,17,79.3,66.7%,1.06,Sharks,Meta,Anubis
r3salt,14,20,67.4,64.3%,0.9,FORZE,Monte,Overpass
iDISBALANCE,10,18,50.2,52.2%,0.69,K23,SAW,Ancient
hades,21,14,62.2,73.3%,1.14,9INE,1WIN,Nuke
TeSeS,14,18,70.2,58.3%,0.92,Heroic,Natus Vincere,Inferno
c0llins,9,16,75.0,57.9%,0.7,Partizan,ECSTATIC,Nuke
Pipw,29,22,83.2,77.8%,1.27,Insilio,Boston crab,Ancient
dennyslaw,11,16,66.9,61.9%,0.78,500,Spirit Academy,Overpass
dream3r,17,18,72.2,57.7%,0.87,359,MOUZ NXT,Ancient
Ping,24,20,84.2,66.7%,1.14,Viperio,Iron Branch,Overpass
NOPEEJ,11,16,67.6,73.7%,0.89,FTW,BIG Academy,Anubis
RICIOLI,25,21,93.5,78.6%,1.25,ODDIK,RED Canids,Anubis
bobeksde,11,17,59.7,59.1%,0.79,PROSPECTS,Sprout,Anubis
Maka,22,14,89.1,65.4%,1.46,HEET,Budapest Five,Inferno
r3salt,26,22,81.6,73.3%,1.21,FORZE,FaZe,Overpass
forsyy,15,11,50.6,81.5%,1.09,SINNERS,Illuminar,Anubis
MaSvAl,18,17,80.7,85.2%,1.22,Iron Branch,Spirit Academy,Overpass
AZR,23,18,88.3,85.2%,1.34,Sprout,Boston crab,Vertigo
iDISBALANCE,21,7,98.1,89.5%,1.88,K23,Astralis Talent,Inferno
Marek,25,23,80.5,83.3%,1.18,Wings Up,Newhappy,Anubis
INS,17,18,78.7,52.2%,0.88,Grayhound,VERTEX,Inferno
sterling,17,18,73.1,64.0%,0.96,Encore,Rooster,Inferno
malta,14,14,54.2,79.2%,1.04,VERTEX,Rooster,Inferno
Liazz,26,18,86.6,80.0%,1.27,Grayhound,Encore,Ancient
GooseBreeder,22,17,89.0,77.8%,1.33,CLG Red,byte,Overpass
hera,24,23,71.3,80.6%,1.02,W7M fe,MIBR fe,Inferno
cJ,25,19,84.5,79.3%,1.27,Nouns,Strife,Mirage
RUSH,20,13,76.6,73.9%,1.36,EG Black,TeamOne,Inferno
Bouchard,19,7,107.1,83.3%,1.73,Detonate SparX,Factor Ruby,Inferno
insani,21,7,109.4,84.2%,2.0,MIBR,ATK,Vertigo
keiz,27,24,71.9,71.4%,1.03,ARCTIC,Sharks,Vertigo
blameF,21,14,96.4,80.8%,1.44,Astralis,HEET,Nuke
poppins,22,18,79.9,83.3%,1.21,B4 fe,LRV fe,Nuke
dupreeh,16,18,66.0,59.3%,0.93,Vitality,ENCE,Overpass
Banjo,21,14,78.6,86.2%,1.36,Believe,Coalesce,Inferno
eku,15,9,92.1,81.0%,1.33,sYnck,9 Pandas,Nuke
HeavyGod,26,18,85.9,76.7%,1.31,Endpoint,PROSPECTS,Overpass
juliano,17,17,69.6,61.5%,1.01,G2 Oya,Angels,Overpass
Queenix,14,20,61.1,60.7%,0.9,ECSTATIC,BIG Academy,Vertigo
stadodo,20,19,73.3,70.4%,1.23,FTW,Partizan,Nuke
Peppzor,18,14,96.7,74.1%,1.28,EYEBALLERS,SAW,Ancient
Rainwaker,23,15,84.9,73.1%,1.25,500,Viperio,Ancient
D7,20,17,74.9,71.4%,1.15,BIG EQUIPA,Spirit fe,Anubis
Woro2k,16,14,56.9,70.8%,1.02,Monte,PALOMA,Ancient
tomaszin,16,22,69.0,65.4%,0.94,Boca Juniors,Flamengo,Mirage
sh1ro,21,12,81.4,77.8%,1.37,Cloud9,MOUZ,Vertigo
Pipw,18,21,86.6,63.0%,1.05,Insilio,PROSPECTS,Anubis
jkaem,31,29,81.6,70.0%,1.08,Apeks,Monte,Mirage
casey,16,22,83.7,56.5%,0.91,PALOMA,ECLOT,Mirage
kraghen,21,17,78.3,86.2%,1.25,ECSTATIC,Illuminar,Vertigo
lan,31,26,75.4,73.2%,1.23,Wings Up,Clutch,Inferno
Yakuza,10,16,68.0,61.9%,0.67,GR,Newhappy,Anubis
z4kr,24,20,60.9,68.6%,1.04,Lynn Vision,IHC,Inferno
ArtFr0st,19,13,90.5,72.7%,1.37,Spirit Academy,Monte,Nuke
emi,25,17,80.8,67.9%,1.23,Partizan,359,Anubis
SHOCK,25,22,81.1,63.3%,1.04,SINNERS,BIG Academy,Vertigo
sterling,21,15,71.0,75.9%,1.27,Encore,e-LEMON-ators,Nuke
jL,24,14,112.0,80.0%,1.58,Apeks,Endpoint,Inferno
dare,20,12,77.1,68.0%,1.31,timbermen,Strife,Mirage
brnz4n,24,15,94.6,80.8%,1.39,MIBR,Nouns,Anubis
Jeorge,20,18,91.4,85.7%,1.33,EG Black,ATK,Mirage
SLIGHT,22,16,71.9,69.0%,1.18,Detonate,TeamOne,Mirage
lisa,20,14,94.1,87.5%,1.44,Shimmer,Saints,Inferno
m1lky,19,11,106.8,100.0%,1.73,EG Gold,Starfish,Overpass
Bwills,19,11,94.0,79.2%,1.42,Nouns,EG White,Mirage
freshie,15,18,74.2,53.8%,0.94,Detonate,Strife,Anubis
Sofiaxyz,21,23,76.5,76.0%,1.01,ENDGAME,Black Dragons fe,Nuke
ArtFr0st,23,17,73.4,69.0%,1.16,Spirit Academy,LDLC,Anubis
abr,20,16,81.9,77.8%,1.25,Meta,Fuscão 1500,Inferno
JDC,25,16,91.8,82.8%,1.36,MOUZ,paiN,Inferno
Patti,13,17,76.1,69.6%,0.89,Astralis Talent,Young Ninjas,Ancient
Hanka,19,11,84.2,73.9%,1.35,NAVI Javelins,9 Pandas Fearless,Nuke
Kat,22,14,86.9,76.9%,1.29,Nigma Galaxy,Aces,Overpass
broky,18,12,82.3,78.3%,1.25,FaZe,FURIA,Nuke
VLDN,16,18,55.3,69.0%,0.95,iNation,Endpoint,Inferno
Nexius,22,25,90.6,70.0%,1.25,MOUZ NXT,HONORIS,Vertigo
Qikert,11,17,58.2,52.2%,0.79,Outsiders,Natus Vincere,Mirage
NertZ,20,13,77.4,73.1%,1.3,ENCE,G2,Vertigo
Tiger,59,49,88.9,74.2%,1.28,Newhappy,IHC,Inferno
Soulfly,21,19,84.4,56.5%,1.16,Sangal,Monte,Vertigo
dream3r,24,26,87.9,72.2%,1.03,359,AGO,Anubis
dobu,22,9,131.3,73.7%,1.81,Eruption,Clutch,Anubis
flying,8,16,44.1,63.2%,0.66,Wings Up,Lynn Vision,Overpass
mediocrity,19,14,108.5,72.7%,1.45,GR,FyR,Mirage
bnox,24,21,80.3,67.6%,1.15,Illuminar,Iron Branch,Mirage
Jyo,24,16,98.3,87.5%,1.52,K23,Viperio,Nuke
k1to,24,19,74.2,77.8%,1.22,BIG,Apeks,Inferno
Jonji,25,19,108.5,79.2%,1.58,EG White,REIGN,Inferno
aris,36,31,75.1,72.9%,1.09,Strife,ATK,Mirage
consti,18,17,73.3,64.3%,1.08,Vendetta,Tsunami,Mirage
MarKE,28,18,98.7,82.1%,1.48,Nouns,TeamOne,Ancient
Tuurtle,15,4,95.6,94.1%,1.87,MIBR,Detonate,Vertigo
stamina,16,9,96.5,100.0%,1.8,Strife,Vireo.pro,Anubis
Gafolo,19,16,82.1,67.9%,1.23,Sharks,Flamengo,Mirage
Farlig,25,16,81.6,81.5%,1.41,Copenhagen Flames,LDLC,Inferno
zorte,16,12,50.5,82.8%,1.11,FORZE,1WIN,Inferno
ninjaZ,27,22,84.0,70.6%,1.15,ARCTIC,Boca Juniors,Ancient
Adam9130,17,15,63.8,56.5%,0.92,Into the Bin,PALOMA,Nuke
fr3nd,18,15,78.5,64.0%,1.09,Let us cook,EYEBALLERS,Ancient
npl,18,19,72.5,58.3%,0.93,Natus Vincere,00NATION,Overpass
c0llins,26,16,111.0,77.8%,1.54,Partizan,Viperio,Nuke
kRaSnaL,31,26,90.5,72.2%,1.23,Monte,Apeks,Vertigo
br0,19,12,105.2,90.5%,1.53,Astralis Talent,CEPTER,Ancient
Goofy,18,16,79.9,70.4%,1.12,9INE,K23,Overpass
Surreal,17,17,94.0,74.1%,1.16,Endpoint,SAW,Vertigo
Dragon,21,22,78.2,72.4%,1.07,iNation,Nexus,Vertigo
zevy,25,21,93.7,64.3%,1.21,paiN,Liquid,Ancient
El1an,22,25,71.3,65.7%,0.94,Boston crab,Budapest Five,Nuke
bobeksde,18,13,93.8,78.3%,1.34,PROSPECTS,HONORIS,Vertigo
Nexius,27,21,83.6,60.0%,1.18,MOUZ NXT,Partizan,Vertigo
saffee,22,17,66.3,69.0%,1.16,FURIA,fnatic,Anubis
jks,23,9,98.9,77.3%,1.56,G2,Movistar Riders,Inferno
faveN,19,14,76.9,83.3%,1.31,BIG,HAVU,Inferno
maaRaa,14,18,69.2,71.4%,1.0,IHC,Clutch,Inferno
Starry,24,13,94.8,81.5%,1.6,Lynn Vision,FyR,Nuke
larsen,18,12,92.6,78.9%,1.6,Tricked,NtK,Overpass
qqGOD,10,18,60.2,72.7%,0.76,GR,Wings Up,Inferno
yAmi,13,15,61.5,45.0%,0.77,Eruption,Newhappy,Anubis
TRAVIS,24,12,103.6,72.7%,1.58,1WIN,Illuminar,Mirage
Soulfly,22,18,85.3,74.1%,1.21,Sangal,Into the Breach,Inferno
Maka,22,12,88.8,80.8%,1.42,HEET,ENCE Academy,Inferno
LNZ,3,12,82.9,76.5%,0.75,Young Ninjas,Endpoint,Inferno
pz,19,8,104.2,90.0%,1.75,VERTEX,ex-Antic,Overpass
Bwills,19,16,95.2,80.8%,1.26,Nouns,DNA,Ancient
silas,18,16,71.3,73.1%,1.16,Vendetta,timbermen,Mirage
exit,16,9,94.3,95.0%,1.51,MIBR,Zero MarksMen,Overpass
Lcm,18,17,61.6,64.3%,1.08,Fuscão 1500,RED Canids,Inferno
reck,20,13,99.9,77.3%,1.41,yur,Mad Kings,Ancient
HexT,18,16,79.3,83.3%,1.29,EG Black,timbermen,Overpass
aris,16,12,63.3,73.1%,1.2,Strife,Vendetta,Nuke
freshie,14,8,88.1,88.2%,1.37,Detonate,CLG Red,Overpass
remix,32,18,62.9,72.5%,1.21,ODDIK,Meta,Ancient
tomiko,16,17,69.5,68.0%,0.97,AGO,SINNERS,Overpass
jL,25,10,106.5,95.5%,1.74,Apeks,EYEBALLERS,Overpass
detr0ittJ,19,11,71.2,84.6%,1.32,RED Canids,Corinthians,Mirage
br0,19,8,92.5,89.5%,1.6,Astralis Talent,MASONIC,Overpass
Magnojez,21,18,95.0,71.4%,1.28,K23,BIG Academy,Anubis
SHiPZ,20,18,71.9,59.3%,0.96,500,Endpoint,Mirage
PR1mE,10,16,59.4,56.2%,0.74,Tricked,CEPTER,Vertigo
br0,21,20,77.1,60.0%,0.96,Astralis Talent,359,Anubis
BOROS,23,17,93.9,67.9%,1.26,Monte,HEET,Ancient
Sapec,15,17,75.6,68.0%,1.16,EYEBALLERS,Enterprise,Inferno
Plopski,24,22,80.1,69.0%,1.06,GODSENT,Spirit Academy,Inferno
DEPRESHN,17,12,64.5,80.0%,1.16,iNation,empire goblins,Inferno
salazar,27,22,72.0,85.7%,1.2,ECSTATIC,Viperio,Nuke
n1ssim,21,16,85.5,66.7%,1.24,Flamengo,WINDINGO,Inferno
Izik,31,22,91.9,72.2%,1.28,7AM NA,Melly Madness,Inferno
ROGA,30,18,73.0,75.0%,1.26,Partizan,AGO,Ancient
EliGE,23,18,79.6,71.4%,1.16,Liquid,Astralis,Mirage
Weeza,24,19,98.1,81.5%,1.41,Melly Madness,REIGN,Mirage
Andrew,19,11,93.4,80.0%,1.48,X13,7AM NA,Anubis
raalz,14,15,69.2,73.1%,1.07,Copenhagen Flames,ECSTATIC,Inferno
dream3r,20,16,64.2,73.3%,1.11,359,1WIN,Inferno
Jerry,20,20,79.2,65.5%,1.04,FORZE,ENCE,Anubis
Aerial,12,17,71.6,65.0%,0.77,HAVU,ECSTATIC,Anubis
device,21,18,74.1,70.0%,1.2,Astralis,Spirit,Mirage
oskar,14,14,56.7,56.5%,0.83,SINNERS,MOUZ NXT,Ancient
lauNX,21,20,80.4,61.5%,0.93,Sprout,Copenhagen Flames,Vertigo
ADDICT,17,10,87.0,86.4%,1.41,VERTEX,Rooster,Nuke
bnox,29,13,98.9,78.6%,1.56,Illuminar,Astralis Talent,Vertigo
TjP,24,24,83.9,71.4%,1.13,Rooster,Encore,Inferno
try,18,7,77.6,73.7%,1.53,9z,O PLANO,Ancient
Jason,22,22,73.2,67.6%,1.01,1 JIN,X13,Anubis
kye,34,29,83.0,64.3%,1.16,FURIA Academy,paiN Academy,Mirage
junior,21,11,75.4,78.6%,1.35,EG Black,Detonate,Overpass
tatazin,16,18,55.9,67.9%,0.88,TropiCaos,Meta,Nuke
kNgV-,22,19,75.4,64.3%,1.06,O PLANO,Fluxo,Inferno
Cryptic,14,19,82.4,54.2%,0.94,Detonate,timbermen,Mirage
Jeorge,27,18,93.4,75.9%,1.39,EG Black,Take Flyte,Inferno
KAISER,20,16,69.1,72.4%,1.07,Furious,Corinthians,Anubis
MaSvAl,23,19,91.1,75.9%,1.17,Iron Branch,B8,Nuke
NAF,18,8,97.0,85.7%,1.51,Liquid,Rare Atom,Mirage
t9rnay,21,16,80.9,66.7%,1.15,RED Canids,9z,Ancient
